NCM;EX;DESCRICAO;ALIQUOTA
85340059;;Outros ;6,5
8535;;Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, corta-circuitos, para-raios, limitadores de tensão, supressores de picos de tensão (eliminadores de onda), tomadas de corrente e outros conectores, caixas de junção), para uma tensão superior a 1.000 V.;
85351000;;- Fusíveis e corta-circuitos de fusíveis ;0
85352;;- Disjuntores:;
85352100;;-- Para uma tensão inferior a 72,5 kV ;3,25
85352900;;-- Outros ;0
85353;;- Seccionadores e interruptores;
8535301;;Para corrente nominal inferior ou igual a 1.600 A;
85353013;;Interruptores a vácuo, sem dispositivo de acionamento (ampolas a vácuo) ;3,25
85353017;;Outros, com dispositivo de acionamento não automático ;3,25
85353018;;Outros, com dispositivo de acionamento automático, exceto os de contatos imersos em meio líquido ;3,25
85353019;;Outros ;3,25
8535302;;Para corrente nominal superior a 1.600 A;
85353023;;Interruptores a vácuo, sem dispositivo de acionamento (ampolas a vácuo) ;0
85353027;;Outros, com dispositivo de acionamento não automático ;0
85353028;;Outros, com dispositivo de acionamento automático, exceto os de contatos imersos em meio líquido ;0
85353029;;Outros ;0
85354;;- Para-raios, limitadores de tensão e supressores de picos de tensão (eliminadores de onda);
85354010;;Para-raios para proteção de linhas de transmissão de eletricidade ;0
85354090;;Outros ;0
85359;;- Outros;
85359010;;Comutadores com ampolas a vácuo, sem interrupção de circulação de corrente durante a comutação, para uma corrente nominal igual ou superior a 100 A ;3,25
85359090;;Outros ;3,25
8536;;Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, supressores de picos de tensão (eliminadores de onda), plugues (fichas*) e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1.000 V, conectores para fibras ópticas, feixes ou cabos de fibras ópticas.;
85361000;;- Fusíveis e corta-circuitos de fusíveis ;9,75
85362000;;- Disjuntores ;6,5
85363;;- Outros aparelhos para proteção de circuitos elétricos;
85363010;;Centelhador a gás ;9,75
85363090;;Outros ;9,75
85363090;01;"Dispositivos de transientes de tensão, para proteção de transmissores, de potência igual ou
superior a 20 kW";3,25
85364;;- Relés:;
85364100;;-- Para uma tensão não superior a 60 V ;3,25
85364900;;-- Outros ;3,25
85365;;- Outros interruptores, seccionadores e comutadores;
85365010;;Unidade chaveadora de conversor de subida e descida para sistema de telecomunicações via satélite ;6,5
85365020;;Unidade chaveadora de amplificador de alta potência (HPA) para sistema de telecomunicações via satélite ;6,5
85365030;;Comutadores codificadores digitais, próprios para montagem em circuitos impressos ;1,3
85365090;;Outros ;9,75
85365090;01;"Interruptor de embutir ou sobrepor, rotativo ou de alavanca, para sistema elétrico em 24 V,
próprio para ônibus ou caminhões";2,6
85365090;02;Chaves de faca;3,25
85365090;03;Do tipo utilizado em residências;3,25
85366;;- Suportes para lâmpadas, plugues (fichas*) e tomadas de corrente:;
85366100;;-- Suportes para lâmpadas ;9,75
853669;;-- Outros;
85366910;;Tomada polarizada e tomada blindada ;9,75
85366990;;Outros ;9,75
85367000;;- Conectores para fibras ópticas, feixes ou cabos de fibras ópticas ;9,75
85369;;- Outros aparelhos;
85369010;;Conectores para cabos planos constituídos por condutores paralelos isolados individualmente ;9,75
85369020;;Tomadas de contato deslizante em condutores aéreos ;9,75
85369030;;Soquetes para microestruturas eletrônicas ;6,5
85369040;;Conectores para circuito impresso ;6,5
85369050;;Terminais de conexão para condensadores, mesmo montados em suporte isolante ;9,75
85369060;;"Conector de corrente elétrica para acoplamento através da carcaça, do tipo utilizado em
motocompressores herméticos de refrigeração ";9,75
85369090;;Outros ;9,75
8537;;Quadros, painéis, consoles, cabinas, armários e outros suportes com dois ou mais aparelhos das posições 85.35 ou 85.36, para comando elétrico ou distribuição de energia elétrica, incluindo os que incorporem instrumentos ou aparelhos do Capítulo 90, bem como os aparelhos de comando numérico, exceto os aparelhos de comutação da posição 85.17.;
85371;;- Para uma tensão não superior a 1.000 V;
8537101;;Comando numérico computadorizado (CNC);
85371011;;Com processador e barramento de 32 bits ou superior, incorporando recursos gráficos e execução de macros, resolução inferior ou igual a 1 micrômetro (mícron) e capacidade de conexão digital para servo-acionamento, com monitor policromático ;9,75
85371019;;Outros ;9,75
85371020;;Controladores programáveis ;9,75
85371030;;Controladores de demanda de energia elétrica ;9,75
85371090;;Outros ;9,75
85372;;- Para uma tensão superior a 1.000 V;
85372010;;Subestações isoladas a gás (GIS - Gas-Insulated Switchgear ou HIS - Highly Integrated Switchgear), para uma tensão superior a 52 kV ;0
85372090;;Outros ;0
8538;;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 85.35, 85.36 ou 85.37.;
85381000;;- Quadros, painéis, consoles, cabinas, armários e outros suportes, da posição 85.37, desprovidos dos seus aparelhos ;9,75
85389;;- Outras;
85389010;;Circuitos impressos com componentes elétricos ou eletrônicos, montados ;9,75
85389020;;De disjuntores, para uma tensão igual ou superior a 72,5 kV ;9,75
85389090;;Outras ;9,75
8539;;"Lâmpadas e tubos elétricos de incandescência ou de descarga, incluindo os artigos denominados ""faróis e projetores, em unidades seladas"" e as lâmpadas e tubos de raios ultravioleta ou infravermelhos, lâmpadas de arco, fontes de luz de diodos emissores de luz (LED).";
85391;;"- Artigos denominados ""faróis e projetores, em unidades seladas""";
85391010;;Para uma tensão inferior ou igual a 15 V ;9,75
85391090;;Outros ;9,75
85392;;- Outras lâmpadas e tubos de incandescência, exceto de raios ultravioleta ou infravermelhos:;
853921;;-- Halógenos, de tungstênio (volfrâmio);
85392110;;Para uma tensão inferior ou igual a 15 V ;9,75
85392110;01;Lâmpadas dicroicas;13
85392190;;Outros ;9,75
85392190;01;Lâmpadas dicroicas;13
85392200;;-- Outros, de potência não superior a 200 W e uma tensão superior a 100 V ;9,75
85392200;01;Lâmpadas incandescentes, de tensão superior a 100 V;13
853929;;-- Outros;
85392910;;Para uma tensão inferior ou igual a 15 V ;9,75
85392910;01;"Para iluminação e projeção, de temperatura de cor superior a 3.000°K, exclusivamente para
cinematografia, cinema e atividades semelhantes, em qualquer base";0
85392990;;Outros ;9,75
85392990;01;"Para iluminação e projeção, de temperatura de cor superior a 3.000°K, exclusivamente para
cinematografia, cinema e atividades semelhantes, em qualquer base";0
85392990;02;Lâmpadas incandescentes, de tensão superior a 100 V;13
85393;;- Lâmpadas e tubos de descarga, exceto de raios ultravioleta:;
853931;;-- Fluorescentes, de cátodo quente;
8539311;;Lâmpadas, com reator eletrônico incorporado e base rosca E 14, E 27 ou E 40;
85393111;;Que contenham mais de 5 mg de mercúrio por cada invólucro (tubo) ;9,75
85393111;01;De descarga em baixa pressão, com eficiência superior a 40 lúmens/W (lâmpada fluorescente compacta);0
85393119;;Outras ;9,75
85393119;01;De descarga em baixa pressão, com eficiência superior a 40 lúmens/W (lâmpada fluorescente compacta);0
85393120;;Outras lâmpadas ;9,75
85393120;01;"De descarga em baixa pressão, de base única, sem reator eletrônico incorporado, com
eficiência superior a 40 lúmens/W (lâmpada fluorescente compacta)";0
8539313;;Tubos;
85393131;;Com fósforo tribanda e que contenham mais de 5 mg de mercúrio ;9,75
85393132;;Com fósforo em halofosfato e que contenham mais de 10 mg de mercúrio ;9,75
85393139;;Outros ;9,75
853932;;-- Lâmpadas de vapor de mercúrio ou de sódio, lâmpadas de halogeneto metálico;
85393210;;De vapor de mercúrio ;9,75
85393210;01;Lâmpadas mistas;29,25
85393220;;De vapor de sódio ;9,75
85393220;01;De alta pressão;0
85393230;;De halogeneto metálico ;9,75
853939;;-- Outros;
8539391;;Tubos fluorescentes de cátodo frio ou de eletrodo externo, para telas eletrônicas;
85393911;;De comprimento não superior a 500 mm e que contenham mais de 3,5 mg de mercúrio ;9,75
85393912;;De comprimento superior a 500 mm, mas não superior a 1.500 mm e que contenham mais de 5 mg de mercúrio ;9,75
85393913;;De comprimento superior a 1.500 mm e que contenham mais de 13 mg de mercúrio ;9,75
85393919;;Outros ;9,75
85393990;;Outros ;9,75
85394;;- Lâmpadas e tubos de raios ultravioleta ou infravermelhos, lâmpadas de arco:;
853941;;-- Lâmpadas de arco;
85394110;;De potência igual ou superior a 1.000 W ;9,75
85394190;;Outras ;9,75
85394900;;-- Outros ;9,75
85395;;- Fontes de luz de diodos emissores de luz (LED):;
85395100;;-- Módulos de diodos emissores de luz (LED) ;9,75
85395200;;-- Lâmpadas e tubos de diodos emissores de luz (LED) ;6,5
85399;;- Partes;
85399010;;Eletrodos ;9,75
85399020;;Bases ;9,75
85399090;;Outras ;9,75
854;;Lâmpadas, tubos e válvulas, eletrônicos, de cátodo quente, cátodo frio ou fotocátodo (por exemplo, lâmpadas, tubos e válvulas, de vácuo, de vapor ou de gás, ampolas retificadoras de vapor de mercúrio, tubos catódicos, tubos e válvulas para câmeras de televisão), exceto os da posição 85.39.;
85401;;- Tubos catódicos para receptores de televisão, incluindo os tubos para monitores de vídeo:;
85401100;;-- A cores ;6,5
85401200;;-- A preto e branco ou outros monocromos ;6,5
85402;;- Tubos para câmeras de televisão, tubos conversores ou intensificadores de imagens, outros tubos de fotocátodo;
8540201;;Tubos para câmeras de televisão;
85402011;;A preto e branco ou outros monocromos ;6,5
85402019;;Outros ;6,5
85402020;;Tubos conversores ou intensificadores de imagens, de raios X ;6,5
85402090;;Outros ;6,5
85404000;;- Tubos de visualização de dados gráficos, em monocromos, tubos de visualização de dados gráficos, a cores, com uma tela (ecrã*) fosfórica de espaçamento entre os pontos inferior a 0,4 mm ;6,5
85406;;- Outros tubos catódicos;
85406010;;Tubos de visualização de dados gráficos, em cores, com uma tela de espaçamento entre os pontos igual ou superior a 0,4 mm ;6,5
85406090;;Outros ;6,5
85407;;- Tubos para micro-ondas (por exemplo, magnétrons, clístrons, guias (tubos) de ondas progressivas, carcinotrons), excluindo os tubos comandados por grade (grelha):;
85407100;;-- Magnétrons ;6,5
85407900;;-- Outros ;6,5
85408;;- Outras lâmpadas, tubos e válvulas:;
85408100;;-- Tubos de recepção ou de amplificação ;6,5
854089;;-- Outros;
85408910;;Válvulas de potência para transmissores ;6,5
85408990;;Outros ;6,5
85409;;- Partes:;
854091;;-- De tubos catódicos;
85409110;;Bobinas de deflexão (yokes) ;6,5
85409120;;Núcleos de pó ferromagnético para bobinas de deflexão (yokes) ;6,5
85409130;;Canhões eletrônicos ;6,5
85409140;;Painel de vidro, máscara de sombra e blindagem interna, reunidos, para tubos tricromáticos ;6,5
85409190;;Outras ;6,5
85409900;;-- Outras ;6,5
8541;;Dispositivos semicondutores (por exemplo, diodos, transistores, transdutores à base de semicondutores), dispositivos fotossensíveis semicondutores, incluindo as células fotovoltaicas, mesmo montadas em módulos ou em painéis, diodos emissores de luz (LED), mesmo montados com outros diodos emissores de luz (LED), cristais piezelétricos montados.;
85411;;- Diodos, exceto fotodiodos e diodos emissores de luz (LED);
8541101;;Não montados;
85411011;;Zener ;1,3
85411012;;Outros, de intensidade de corrente inferior ou igual a 3 A ;3,25
85411019;;Outros ;3,25
8541102;;Montados, próprios para montagem em superfície (SMD - Surface Mounted Device);
85411021;;Zener ;1,3
85411022;;Outros, de intensidade de corrente inferior ou igual a 3 A ;1,3
85411029;;Outros ;1,3
8541103;;Montados, próprios para montagem por inserção (PTH - Pin Through Hole);
85411031;;Zener ;1,3
85411032;;Outros, de intensidade de corrente inferior ou igual a 3 A ;1,3
85411039;;Outros ;3,25
8541109;;Outros;
85411091;;Zener ;1,3
85411092;;Outros, de intensidade de corrente inferior ou igual a 3 A ;1,3
85411099;;Outros ;3,25
85412;;- Transistores, exceto os fototransistores:;
854121;;-- Com capacidade de dissipação inferior a 1 W;
85412110;;Não montados ;1,3
85412120;;Montados, próprios para montagem em superfície (SMD - Surface Mounted Device) ;1,3
8541219;;Outros;
85412191;;De efeito de campo, com junção heterogênea (HJFET ou HEMT) ;1,3
85412199;;Outros ;1,3
854129;;-- Outros;
85412910;;Não montados ;1,3
85412920;;Montados ;1,3
85413;;- Tiristores, diacs e triacs, exceto os dispositivos fotossensíveis;
8541301;;Não montados;
85413011;;De intensidade de corrente inferior ou igual a 3 A ;1,3
85413019;;Outros ;3,25
8541302;;Montados;
85413021;;De intensidade de corrente inferior ou igual a 3 A ;3,25
85413029;;Outros ;3,25
85414;;- Dispositivos fotossensíveis semicondutores, incluindo as células fotovoltaicas, mesmo montadas em módulos ou em painéis, diodos emissores de luz (LED):;
854141;;-- Diodos emissores de luz (LED);
8541411;;Não montados;
85414111;;Diodos emissores de luz (LED), exceto diodos laser ;3,25
85414112;;Diodos laser ;1,3
8541412;;Montados;
85414121;;Diodos emissores de luz (LED), exceto diodos laser, próprios para montagem em superfície (SMD - Surface Mounted Device) ;1,3
85414122;;Outros diodos emissores de luz (LED), exceto diodos laser ;1,3
85414123;;Diodos laser com comprimento de onda de 1.300 nm ou 1.500 nm ;3,25
85414124;;Outros diodos laser ;1,3
854142;;-- Células fotovoltaicas não montadas em módulos nem em painéis;
85414210;;Células solares orgânicas ;0
85414220;;Outras células solares ;0
85414290;;Outras ;1,3
85414300;;-- Células fotovoltaicas montadas em módulos ou em painéis ;6,5
85414300;01;Células solares;0
85414900;;-- Outros ;1,3
85415;;- Outros dispositivos semicondutores:;
85415100;;-- Transdutores à base de semicondutores ;3,25
85415900;;-- Outros ;3,25
85416;;- Cristais piezelétricos montados;
85416010;;De quartzo, de frequência igual ou superior a 1 MHz, mas não superior a 100 MHz ;3,25
85416090;;Outros ;3,25
85419;;- Partes;
85419010;;Suportes-conectores apresentados em tiras (lead frames) ;1,3
85419020;;Coberturas para encapsulamento (cápsulas) ;1,3
85419090;;Outras ;1,3
8542;;Circuitos integrados eletrônicos.;
85423;;- Circuitos integrados eletrônicos:;
854231;;-- Processadores e controladores, mesmo combinados com memórias, conversores, circuitos lógicos, amplificadores, circuitos temporizadores e de sincronização, ou outros circuitos;
85423110;;Não montados ;1,3
85423110;01;Obtidos por tecnologia bipolar;3,25
85423120;;Montados, próprios para montagem em superfície (SMD - Surface Mounted Device) ;2
85423190;;Outros ;2
854232;;-- Memórias;
85423210;;Não montadas ;1,3
85423210;01;Obtidas por tecnologia bipolar;3,25
8542322;;Montadas, próprias para montagem em superfície (SMD - Surface Mounted Device);
85423221;;Dos tipos RAM estáticas (SRAM) com tempo de acesso inferior ou igual a 25 ns, EPROM, EEPROM, PROM, ROM e FLASH ;3,25
85423229;;Outras ;5
8542329;;Outras;
85423291;;Dos tipos RAM estáticas (SRAM) com tempo de acesso inferior ou igual a 25 ns, EPROM, EEPROM, PROM, ROM e FLASH ;3,25
85423299;;Outras ;3,25
85423299;01;De óxido metálico;1,3
854233;;-- Amplificadores;
8542331;;Híbridos;
85423311;;De espessura de camada inferior ou igual a 1 micrômetro (mícron) com frequência de operação igual ou superior a 800 MHz ;6,5
85423319;;Outros ;6,5
85423320;;Outros, não montados ;1,3
85423390;;Outros ;3,25
854239;;-- Outros;
8542391;;Híbridos;
85423911;;De espessura de camada inferior ou igual a 1 micrômetro (mícron) com frequência de operação igual ou superior a 800 MHz ;6,5
85423919;;Outros ;6,5
85423920;;Outros, não montados ;1,3
85423920;01;Obtidos por tecnologia bipolar;3,25
8542393;;Outros, montados, próprios para montagem em superfície (SMD - Surface Mounted Device);
85423931;;Circuitos do tipo chipset ;1,3
85423939;;Outros ;3,25
8542399;;Outros;
85423991;;Circuitos do tipo chipset ;1,3
85423999;;Outros ;3,25
85429000;;- Partes ;1,3
8543;;Máquinas e aparelhos elétricos com função própria, não especificados nem compreendidos noutras posições do presente Capítulo.;
85431000;;- Aceleradores de partículas ;6,5
85432000;;- Geradores de sinais ;3,25
85432000;01;Geradores de sinais de teste e referência de vídeo nos padrões SDI e HD-SDI, com capacidade de geração de diferentes sinais de teste, dentre eles o color bars e zoneplate;0
85433;;- Máquinas e aparelhos de galvanoplastia, eletrólise ou eletroforese;
85433010;;De eletrólise, com células de membrana ;0
85433090;;Outros ;0
85434000;;- Cigarros eletrônicos e dispositivos de vaporização elétricos de uso pessoal semelhantes ;6,5
85437;;- Outras máquinas e aparelhos;
8543701;;Amplificadores de radiofrequência;
85437011;;Para transmissão de sinais de micro-ondas de alta potência (HPA), a válvula TWT do tipo Phase Combiner, com potência de saída superior a 2,7 kW ;6,5
85437011;01;De média ou de alta frequência;13
85437012;;Para recepção de sinais de micro-ondas de baixo ruído (LNA) na banda de 3.600 a 4.200 MHz, com temperatura menor ou igual a 55 Kelvin, para telecomunicações via satélite ;6,5
85437012;01;De média ou de alta frequência;13
85437013;;Para distribuição de sinais de televisão ;6,5
85437013;01;De média ou de alta frequência;13
85437014;;Outros para recepção de sinais de micro-ondas ;6,5
85437014;01;De média ou de alta frequência;13
85437015;;Outros para transmissão de sinais de micro-ondas ;6,5
85437015;01;De média ou de alta frequência;13
85437019;;Outros ;6,5
85437019;01;De média ou de alta frequência;13
85437020;;Aparelhos para eletrocutar insetos ;6,5
8543703;;Máquinas e aparelhos auxiliares para vídeo;
85437031;;Geradores de efeitos especiais com manipulação em 2 ou 3 dimensões, mesmo combinados com dispositivo de comutação, de mais de 10 entradas de áudio ou de vídeo ;6,5
85437032;;Geradores de caracteres, digitais ;6,5
85437033;;Sincronizadores de quadro armazenadores ou corretores de base de tempo ;6,5
85437034;;Controladores de edição ;6,5
85437035;;Misturador digital, em tempo real, com oito ou mais entradas ;6,5
85437036;;Roteador-comutador (routing switcher) de mais de 20 entradas e mais de 16 saídas, de áudio ou de vídeo ;6,5
85437036;01;Roteadores-comutadores (trouting switcher), contendo mais de 20 entradas e mais de 16 saídas de áudio e/ou vídeo, com interface de entrada de vídeo SDI e HD-SDI e saídas em SDI e HD SDI, entradas de áudio analógico e/ou digital ou capacidade para áudio embedded;0
85437039;;Outros ;6,5
85437039;01;"Gravador-reprodutor e editor de imagem e som, em discos, por meio magnético, óptico ou
optomagnético";3,25
85437039;02;"Aparelho de gravação ou reprodução, e edição, de imagem e som de televisão em disco
rígido, por meio magnético, óptico ou optomagnético";0
85437040;;Transcodificadores ou conversores de padrões de televisão ;6,5
85437050;;Simulador de antenas para transmissores com potência igual ou superior a 25 kW (carga fantasma) ;6,5
8543709;;Outros;
85437091;;"Terminais de texto que operem com código de transmissão Baudot, providos de teclado
alfanumérico e visor, para acoplamento exclusivamente acústico a telefone ";6,5
85437092;;Eletrificadores de cercas ;6,5
85437099;;Outros ;6,5
85437099;01;Amplificadores seriais digitais para distribuição de sinais de vídeo, com retemporizador;0
85439;;- Partes;
85439010;;Das máquinas ou aparelhos da subposição 8543.70 ;6,5
85439090;;Outras ;6,5
8544;;Fios, cabos (incluindo os cabos coaxiais) e outros condutores, isolados para usos elétricos (incluindo os envernizados ou oxidados anodicamente), mesmo com peças de conexão, cabos de fibras ópticas, constituídos por fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão.;
85441;;- Fios para bobinar:;
85441100;;-- De cobre ;0
854419;;-- Outros;
8544191;;De alumínio;
85441911;;Revestido de cobre (CCA - Copper Clad Aluminum);3,25
85441919;;Outros ;3,25
85441990;;Outros ;3,25
85442000;;- Cabos coaxiais e outros condutores elétricos coaxiais ;3,25
85443000;;- Jogos de fios para velas de ignição e outros jogos de fios do tipo utilizado em quaisquer veículos ;6,5
85443000;01;Para sistema elétrico em 24 V;2,6
85444;;- Outros condutores elétricos, para uma tensão não superior a 1.000 V:;
85444200;;-- Munidos de peças de conexão ;5
85444900;;-- Outros ;0
85444900;01;Para tensão não superior a 80 V;3,25
85446000;;- Outros condutores elétricos, para uma tensão superior a 1.000 V ;3,25
85447;;- Cabos de fibras ópticas;
85447010;;Com revestimento externo de material dielétrico ;9,75
85447020;;Com revestimento externo de aço, próprios para instalação submarina (cabo submarino) ;9,75
85447030;;Com revestimento externo de alumínio ;9,75
85447090;;Outros ;9,75
8545;;Eletrodos de carvão, escovas de carvão, carvões para lâmpadas ou para pilhas e outros artigos de grafita ou de outro carvão, mesmo com metal, para usos elétricos.;
85451;;- Eletrodos:;
85451100;;-- Do tipo utilizado em fornos ;6,5
854519;;-- Outros;
85451910;;De grafita, com um teor de carbono igual ou superior a 99,9 %, em peso ;6,5
85451920;;Blocos de grafite, do tipo utilizado como cátodos em cubas eletrolíticas ;6,5
85451990;;Outros ;6,5
85452000;;- Escovas ;6,5
85459;;- Outros;
85459010;;Carvões para pilhas elétricas ;6,5
85459020;;Resistências aquecedoras desprovidas de revestimento e de terminais ;6,5
85459030;;Suportes de conexão (nipples), para eletrodos ;6,5
85459090;;Outros ;6,5
8546;;Isoladores elétricos de qualquer matéria.;
85461000;;- De vidro ;9,75
85462000;;- De cerâmica ;9,75
85469000;;- Outros ;9,75
8547;;Peças isolantes inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas, exceto os isoladores da posição 85.46, tubos isoladores e suas peças de ligação, de metais comuns, isolados interiormente.;
85471000;;- Peças isolantes de cerâmica ;9,75
85472;;- Peças isolantes de plástico;
85472010;;Tampões vedadores para condensadores, com perfurações para terminais ;9,75
85472090;;Outras ;9,75
85479000;;- Outros ;9,75
8548;;Partes elétricas de máquinas ou aparelhos, não especificadas nem compreendidas noutras posições do presente Capítulo.;
85480010;;Termopares do tipo utilizado em dispositivos termoelétricos de segurança de aparelhos alimentados a gás ;6,5
85480090;;Outras ;6,5
8549;;Desperdícios e resíduos, e sucata, elétricos e eletrônicos.;
85491;;- Desperdícios e resíduos, e sucata, de pilhas, de baterias de pilhas e de acumuladores, elétricos, pilhas, baterias de pilhas e acumuladores, elétricos, inservíveis:;
85491100;;-- Desperdícios e resíduos, e sucata, de acumuladores de chumbo-ácido, acumuladores de chumbo-ácidob inservíveis ;NT
85491100;01;Acumuladores inservíveis;9,75
85491200;;-- Outros, que contenham chumbo, cádmio ou mercúrio ;NT
85491200;01;Desperdícios, resíduos e sucatas, à base de cádmio, exceto seus compostos químicos;0
85491200;02;Desperdícios, resíduos e sucatas, contendo compostos químicos de cádmio ou de mercúrio;6,5
85491200;03;"Pilhas, baterias de pilhas e acumuladores elétricos, inservíveis, exceto acumuladores de
chumbo-ácido";9,75
85491300;;-- Selecionados por tipo de componente químico e que não contenham chumbo, cádmio ou mercúrio ;NT
85491300;01;Desperdícios, resíduos e sucatas, contendo compostos químicos de níquel ou de lítio;6,5
85491300;02;Pilhas, baterias de pilhas e acumuladores elétricos, inservíveis;9,75
85491400;;-- Não selecionados e que não contenham chumbo, cádmio ou mercúrio ;NT
85491400;01;Desperdícios, resíduos e sucatas, contendo compostos químicos de níquel ou de lítio;6,5
85491400;02;Pilhas, baterias de pilhas e acumuladores elétricos, inservíveis;9,75
85491900;;-- Outros ;NT
85491900;01;Desperdícios, resíduos e sucatas, contendo compostos químicos de níquel ou de lítio;6,5
85491900;02;"Pilhas, baterias de pilhas e acumuladores elétricos, inservíveis, exceto acumuladores de
chumbo-ácido";9,75
85492;;- Do tipo utilizado principalmente para a recuperação de metais preciosos:;
85492100;;-- Que contenham pilhas, baterias de pilhas ou acumuladores, elétricos, interruptores de mercúrio, vidro de tubos catódicos ou outros vidros ativados, ou componentes elétricos ou eletrônicos que contenham cádmio, mercúrio, chumbo ou policlorobifenilas (PCB) ;NT
85492100;01;"Produtos usados no final de seu ciclo de vida, imprestáveis para uso em sua função original,
considerados resíduos eletrônicos";0
85492900;;-- Outros ;NT
85492900;01;"Produtos usados no final de seu ciclo de vida, imprestáveis para uso em sua função original,
considerados resíduos eletrônicos";0
85493;;- Outras montagens elétricas e eletrônicas e placas de circuitos impressos:;
85493100;;-- Que contenham pilhas, baterias de pilhas ou acumuladores, elétricos, interruptores de mercúrio, vidro de tubos catódicos ou outros vidros ativados, ou componentes elétricos ou eletrônicos que contenham cádmio, mercúrio, chumbo ou policlorobifenilas (PCB) ;NT
85493100;01;"Produtos usados no final de seu ciclo de vida, imprestáveis para uso em sua função original,
considerados resíduos eletrônicos";0
85493900;;-- Outras ;NT
85493900;01;"Produtos usados no final de seu ciclo de vida, imprestáveis para uso em sua função original,
considerados resíduos eletrônicos";0
85499;;- Outros:;
85499100;;-- Que contenham pilhas, baterias de pilhas ou acumuladores, elétricos, interruptores de mercúrio, vidro de tubos catódicos ou outros vidros ativados, ou componentes elétricos ou eletrônicos que contenham cádmio, mercúrio, chumbo ou policlorobifenilas (PCB) ;NT
85499100;01;"Produtos usados no final de seu ciclo de vida, imprestáveis para uso em sua função original,
considerados resíduos eletrônicos";0
85499900;;-- Outros ;NT
85499900;01;"Produtos usados no final de seu ciclo de vida, imprestáveis para uso em sua função original,
considerados resíduos eletrônicos";0
8601;;Locomotivas e locotratores, de fonte externa de eletricidade ou de acumuladores elétricos.;
86011000;;- De fonte externa de eletricidade ;0
86012000;;- De acumuladores elétricos ;0
8602;;Outras locomotivas e locotratores, tênderes.;
86021000;;- Locomotivas diesel-elétricas ;0
86029000;;- Outros ;0
8603;;Litorinas (automotoras), mesmo para circulação urbana, exceto as da posição 86.04.;
86031000;;- De fonte externa de eletricidade ;0
86039000;;- Outras ;0
8604;;Veículos para inspeção e manutenção de vias férreas ou semelhantes, mesmo autopropulsados (por exemplo, vagões-oficinas, vagões-guindastes, vagões equipados com batedores de balastro, alinhadores de vias, viaturas para testes e dresinas).;
86040010;;Autopropulsados, equipados com batedores de balastro e alinhadores de vias férreas ;0
86040090;;Outros ;0
8605;;Vagões de passageiros (carruagens*), furgões para bagagem, vagões-postais e outros vagões especiais, para vias férreas ou semelhantes (excluindo as viaturas da posição 86.04).;
86050010;;Vagões de passageiros ;0
86050090;;Outros ;0
8606;;Vagões para transporte de mercadorias sobre vias férreas.;
86061000;;- Vagões-tanque (vagões-cisterna) e semelhantes ;0
86063000;;- Vagões de descarga automática, exceto os da subposição 8606.10 ;0
86069;;- Outros:;
86069100;;-- Cobertos e fechados ;0
86069200;;-- Abertos, com paredes fixas de altura superior a 60 cm ;0
86069900;;-- Outros ;0
8607;;Partes de veículos para vias férreas ou semelhantes.;
86071;;- Bogies, bissels, eixos e rodas, e suas partes:;
860711;;-- Bogies e bissels, de tração;
86071110;;Bogies ;0
86071120;;Bissels ;0
86071200;;-- Outros bogies e bissels ;0
860719;;-- Outros, incluindo as partes;
8607191;;Mancais;
86071911;;Com rolamentos incorporados, de diâmetro exterior superior a 190 mm, do tipo utilizado em eixos de rodas de vagões ferroviários ;0
86071919;;Outros ;0
86071990;;Outros ;0
86072;;- Freios (travões) e suas partes:;
86072100;;-- Freios (travões) a ar comprimido e suas partes ;0
86072900;;-- Outros ;0
86073000;;- Ganchos e outros sistemas de engate, para-choques, e suas partes ;0
86079;;- Outras:;
86079100;;-- De locomotivas ou de locotratores ;0
86079900;;-- Outras ;0
8608;;Material fixo de vias férreas ou semelhantes, aparelhos mecânicos (incluindo os eletromecânicos) de sinalização, de segurança, de controle ou de comando para vias férreas ou semelhantes, rodoviárias ou fluviais, para áreas ou parques de estacionamento, instalações portuárias ou para aeródromos, suas partes.;
8608001;;Aparelhos mecânicos (incluindo os eletromecânicos) de sinalização, de segurança, de controle ou de comando para vias férreas ou semelhantes, rodoviárias ou fluviais, para áreas ou parques de estacionamento, instalações portuárias ou para aeródromos;
86080011;;Mecânicos ;0
86080012;;Eletromecânicos ;0
86080090;;Outros ;0
86090000;;Contêineres (Contentores*), incluindo os de transporte de fluidos, especialmente concebidos e equipados para um ou mais meios de transporte. ;0
8701;;Tratores (exceto os carros-tratores da posição 87.09).;
87011000;;- Tratores de eixo único ;0
87012;;- Tratores rodoviários para semirreboques:;
87012100;;-- Unicamente com motor de pistão de ignição por compressão (diesel ou semidiesel) ;0
